"trip_id","transport_type","origin_station","destination_station","actual_arrival_delay_min","weather_condition","temperature_C","humidity_percent","wind_speed_kmh","precipitation_mm","event_type","peak_hour","is_late"
"T01506","Metro","Station_26","Station_17",4,"Rain",35.21,53.36,22.69,2.89,"No Event",0,FALSE
"T01507","Train","Station_27","Station_33",8,"Fog",18.78,57.35,16.12,1.96,"Festival",0,TRUE
"T01508","Metro","Station_21","Station_10",-5,"Fog",35.9,NA,21.38,1.96,"No Event",0,FALSE
"T01509","Metro","Station_18","Station_47",2,"Fog",32.32,53.7,23.8,1.43,"Festival",0,FALSE
"T01510","Tram","Station_13","Station_42",-3,"Fog",28.65,53.88,12.6,2.02,"No Event",0,FALSE
"T01511","Tram","Station_16","Station_12",15,"Storm",13,55.87,48.23,21.54,"Festival",0,TRUE
"T01512","Bus","Station_9","Station_16",25,"Storm",9.94,54.65,45.6,27.28,"No Event",0,TRUE
"T01513","Bus","Station_12","Station_41",16,"Rain",26.72,49.36,15.15,11.56,"No Event",0,TRUE
"T01514","Metro","Station_44","Station_32",6,"Storm",14.94,NA,44.01,8.94,"Protest",0,TRUE
"T01515","Train","Station_38","Station_15",14,"Storm",18.53,47.2,47.3,16.84,"No Event",0,TRUE
"T01516","Tram","Station_19","Station_27",4,"Clear",32.82,40.12,10.23,2.36,"Sports",0,FALSE
"T01517","Tram","Station_7","Station_28",4,"Clear",25.12,54.83,NA,2.07,"No Event",0,FALSE
"T01518","Metro","Station_35","Station_17",4,"Cloudy",12.79,50.36,10.78,2.27,"Sports",0,FALSE
"T01519","Bus","Station_48","Station_46",25,"Rain",21.01,49.19,13.46,8.29,"Festival",0,TRUE
"T01520","Train","Station_18","Station_50",3,"Clear",24.79,47.83,16.7,1.9,"Parade",0,FALSE
"T01521","Bus","Station_16","Station_2",-3,"Rain",14.24,50.79,16.03,5.95,"No Event",0,FALSE
"T01522","Bus","Station_39","Station_36",16,"Rain",9.58,47.82,11.96,7.48,"No Event",0,TRUE
"T01523","Bus","Station_4","Station_50",25,"Fog",22,47.01,13.24,2.19,"Parade",0,TRUE
"T01524","Bus","Station_25","Station_7",30,"Snow",4.16,48.83,8.72,15.07,"Festival",0,TRUE
"T01525","Tram","Station_32","Station_13",19,"Snow",3,48.47,16.12,15.92,"No Event",0,TRUE
"T01526","Tram","Station_40","Station_15",5,"Snow",-1.62,48.26,17.4,15.48,"No Event",0,TRUE
"T01527","Bus","Station_13","Station_25",-15,"Rain",13.03,51.96,18.4,5.83,"No Event",0,FALSE
"T01528","Train","Station_45","Station_23",3,"Fog",16.1,56.77,8.15,1.63,"Parade",0,FALSE
"T01529","Metro","Station_17","Station_22",-7,"Cloudy",23.83,46.62,20.61,1.29,"No Event",0,FALSE
"T01530","Train","Station_49","Station_26",-4,"Cloudy",26.32,55.1,14.46,2.08,"No Event",0,FALSE
"T01531","Train","Station_37","Station_33",14,"Snow",5.33,51.22,19.36,14.29,"Concert",0,TRUE
"T01532","Train","Station_6","Station_11",5,"Cloudy",14.96,55.83,3.35,1.62,"Festival",0,TRUE
"T01533","Bus","Station_19","Station_10",0,"Fog",13.8,50.39,8.6,2.12,"Protest",0,FALSE
"T01534","Tram","Station_13","Station_25",8,"Snow",1.66,43.8,15.41,14.88,"No Event",0,TRUE
"T01535","Train","Station_26","Station_37",-3,"Fog",NA,53.27,17.4,2.36,"No Event",0,FALSE
"T01536","Bus","Station_14","Station_48",6,"Cloudy",14.44,52.07,6.44,2.07,"Parade",0,TRUE
"T01537","Train","Station_31","Station_43",9,"Snow",4.75,45.23,4.31,14.96,"Sports",0,TRUE
"T01538","Train","Station_4","Station_38",7,"Fog",25.68,46.67,13.51,2.01,"Concert",0,TRUE
"T01539","Bus","Station_39","Station_41",24,"Storm",20.04,52.71,44.9,18.05,"Sports",0,TRUE
"T01540","Tram","Station_8","Station_45",7,"Storm",19.74,48.32,48.55,19.8,"No Event",0,TRUE
"T01541","Tram","Station_25","Station_24",7,"Fog",20.23,50.53,11.83,1.91,"Sports",0,TRUE
"T01542","Metro","Station_13","Station_40",-4,"Fog",26.93,47.14,17.38,2.29,"No Event",0,FALSE
"T01543","Bus","Station_32","Station_46",-3,"Clear",26.04,52.49,15.55,1.89,"No Event",0,FALSE
"T01544","Metro","Station_38","Station_33",11,"Clear",21.9,58.45,23.21,1.88,"Festival",0,TRUE
"T01545","Metro","Station_38","Station_17",0,"Rain",17.54,47.8,6.05,9.23,"No Event",0,FALSE
"T01546","Metro","Station_28","Station_24",6,"Snow",-1.1,45.93,NA,14.32,"No Event",0,TRUE
"T01547","Tram","Station_30","Station_37",12,"Rain",23.99,55.19,9.66,3.86,"No Event",0,TRUE
"T01548","Bus","Station_3","Station_2",8,"Rain",26.1,52.88,10.82,1.13,"No Event",1,TRUE
"T01549","Metro","Station_28","Station_32",12,"Cloudy",28.58,47.55,12.79,2.51,"Protest",1,TRUE
"T01550","Bus","Station_3","Station_24",41,"Storm",5.1,57.31,38.76,22.87,"Concert",1,TRUE
"T01551","Bus","Station_45","Station_9",10,"Cloudy",16.05,52.82,13.27,1.65,"No Event",1,TRUE
"T01552","Tram","Station_34","Station_4",10,"Snow",10.79,48.53,8.36,15.98,"No Event",0,TRUE
"T01553","Metro","Station_16","Station_17",-1,"Fog",28.07,57.93,26.67,2.15,"No Event",0,FALSE
"T01554","Metro","Station_22","Station_17",-6,"Clear",27.02,53.59,8.58,1.98,"No Event",0,FALSE
"T01555","Bus","Station_32","Station_50",18,"Snow",1.36,54.2,19.14,14.99,"Sports",0,TRUE
"T01556","Train","Station_38","Station_48",-7,"Fog",23.98,49.67,15.02,1.73,"No Event",0,FALSE
"T01557","Tram","Station_8","Station_30",10,"Snow",-3.79,55.21,11.61,14.67,"Sports",0,TRUE
"T01558","Tram","Station_8","Station_40",-4,"Fog",25.42,56.82,12.87,1.91,"No Event",0,FALSE
"T01559","Tram","Station_6","Station_11",-3,"Clear",18.15,55.58,18.04,1.77,"No Event",0,FALSE
"T01560","Tram","Station_14","Station_21",2,"Fog",29.61,53.47,10.36,1.78,"No Event",0,FALSE
"T01561","Metro","Station_32","Station_21",-2,"Rain",31.52,41.34,20.42,5.95,"No Event",0,FALSE
"T01562","Metro","Station_35","Station_18",13,"Snow",2.54,47.7,8.49,15.81,"Festival",0,TRUE
"T01563","Train","Station_10","Station_29",3,"Clear",20.2,48.23,8.96,2.15,"No Event",0,FALSE
"T01564","Tram","Station_3","Station_24",4,"Fog",28.64,56.09,17.19,1.68,"No Event",0,FALSE
"T01565","Tram","Station_12","Station_10",-2,"Rain",19.14,58.86,16.22,7.91,"Festival",0,FALSE
"T01566","Bus","Station_49","Station_45",12,"Rain",18.48,58.68,17.67,9.59,"Concert",0,TRUE
"T01567","Metro","Station_31","Station_17",18,"Storm",12.94,56.28,44.28,23.18,"No Event",0,TRUE
"T01568","Tram","Station_29","Station_18",8,"Rain",19.15,64.8,15.07,9.32,"Parade",0,TRUE
"T01569","Train","Station_5","Station_42",-2,"Cloudy",21.07,55.33,12.53,2.04,"No Event",0,FALSE
"T01570","Train","Station_25","Station_48",5,"Clear",21.89,49.41,18.34,1.91,"Sports",0,TRUE
"T01571","Metro","Station_41","Station_20",-3,"Clear",30.13,49.18,23.88,1.98,"No Event",0,FALSE
"T01572","Train","Station_31","Station_37",3,"Clear",20.41,62.15,11.73,1.59,"Concert",0,FALSE
"T01573","Train","Station_21","Station_45",1,"Fog",29.33,47.05,11.54,1.57,"No Event",0,FALSE
"T01574","Metro","Station_20","Station_18",0,"Snow",8.03,46.51,11.15,16.62,"No Event",0,FALSE
"T01575","Tram","Station_39","Station_17",6,"Fog",37.05,62.23,15.69,1.95,"Concert",0,TRUE
"T01576","Tram","Station_22","Station_9",0,"Cloudy",21.63,50.7,10.55,2.54,"Concert",0,FALSE
"T01577","Train","Station_4","Station_14",11,"Snow",8.22,46.46,18.44,14.67,"Sports",0,TRUE
"T01578","Train","Station_13","Station_49",8,"Rain",27.05,51.98,22.32,8.09,"Festival",0,TRUE
"T01579","Tram","Station_45","Station_29",-3,"Fog",20.68,66.83,14.11,1.39,"No Event",0,FALSE
"T01580","Metro","Station_42","Station_31",6,"Snow",-0.239999999999998,46.78,11.44,14.56,"No Event",0,TRUE
"T01581","Train","Station_50","Station_4",14,"Rain",11.87,52.18,15.97,6.31,"Concert",0,TRUE
"T01582","Bus","Station_49","Station_18",13,"Snow",3.66,41.11,10.09,15.89,"Sports",0,TRUE
"T01583","Metro","Station_20","Station_20",-4,"Rain",19.39,49.91,18.56,9.48,"No Event",0,FALSE
"T01584","Train","Station_13","Station_47",3,"Snow",-0.140000000000001,44.38,10.26,13.05,"No Event",0,FALSE
"T01585","Train","Station_17","Station_43",-4,"Fog",28.59,52.53,15.48,2.45,"No Event",0,FALSE
"T01586","Bus","Station_36","Station_44",27,"Fog",25.81,50.83,21.66,1.64,"Parade",0,TRUE
"T01587","Bus","Station_33","Station_9",8,"Cloudy",NA,55.69,18.89,2.02,"No Event",0,TRUE
"T01588","Tram","Station_1","Station_13",38,"Storm",14.29,49.26,50.64,18.23,"No Event",1,TRUE
"T01589","Metro","Station_15","Station_15",6,"Clear",23.23,59.78,18.72,1.78,"No Event",1,TRUE
"T01590","Metro","Station_13","Station_27",3,"Fog",24.77,56.37,13.88,2.07,"Protest",1,FALSE
"T01591","Tram","Station_17","Station_15",15,"Fog",22.49,60.73,17.78,2.09,"Festival",1,TRUE
"T01592","Metro","Station_24","Station_28",7,"Rain",19.19,49.33,11.6,2.07,"Protest",0,TRUE
"T01593","Metro","Station_8","Station_37",29,"Storm",19.74,48.41,42.25,7.81,"Festival",0,TRUE
"T01594","Metro","Station_50","Station_19",1,"Fog",25.71,54.37,12.8,1.4,"No Event",0,FALSE
"T01595","Metro","Station_27","Station_26",9,"Snow",5.35,57.52,6.76,14.14,"No Event",0,TRUE
"T01596","Metro","Station_45","Station_26",13,"Storm",14.35,52.5,49.07,15.95,"Sports",0,TRUE
"T01597","Bus","Station_23","Station_25",2,"Clear",29.07,54.89,23.92,2.66,"No Event",0,FALSE
"T01598","Metro","Station_46","Station_26",1,"Snow",-0.350000000000001,51.61,13.55,12.98,"No Event",0,FALSE
"T01599","Bus","Station_8","Station_26",7,"Rain",17.88,51.33,11.7,1.79,"Protest",0,TRUE
"T01600","Metro","Station_8","Station_46",-1,"Cloudy",24.16,53.39,13.74,1.06,"Sports",0,FALSE
"T01601","Tram","Station_26","Station_28",22,"Snow",4.2,45.23,7.26,13.04,"Parade",0,TRUE
"T01602","Train","Station_47","Station_49",8,"Clear",33.94,46.63,10.96,1.78,"Parade",0,TRUE
"T01603","Bus","Station_13","Station_18",27,"Snow",5.72,42.15,20.01,15.17,"No Event",0,TRUE
"T01604","Metro","Station_39","Station_32",22,"Storm",19.88,46.56,44.84,16.79,"Festival",0,TRUE
"T01605","Tram","Station_37","Station_3",8,"Storm",NA,48.24,38.1,12.89,"No Event",0,TRUE
"T01606","Train","Station_49","Station_2",2,"Clear",21.63,42.83,18.24,1.58,"Sports",0,FALSE
"T01607","Bus","Station_28","Station_33",29,"Storm",2.67,39.45,NA,39.87,"No Event",0,TRUE
"T01608","Train","Station_25","Station_42",5,"Snow",2.12,NA,16.91,15.15,"No Event",0,TRUE
"T01609","Tram","Station_16","Station_19",8,"Cloudy",24.58,46.31,8.17,2.12,"Festival",0,TRUE
"T01610","Bus","Station_2","Station_17",-2,"Snow",5.64,44,12.04,16,"No Event",0,FALSE
"T01611","Train","Station_18","Station_44",12,"Cloudy",14.03,56.72,21.81,2.22,"Concert",0,TRUE
"T01612","Metro","Station_17","Station_33",11,"Storm",4.97,49.19,59.91,20.64,"No Event",0,TRUE
"T01613","Bus","Station_30","Station_12",14,"Snow",10.54,50.4,19.64,15,"No Event",0,TRUE
"T01614","Train","Station_39","Station_49",17,"Storm",8.27,49.86,44.14,29.8,"No Event",0,TRUE
"T01615","Tram","Station_13","Station_3",10,"Cloudy",13.79,51.11,12.44,2.13,"Concert",0,TRUE
"T01616","Tram","Station_32","Station_43",18,"Storm",11.18,61.54,44.55,17.18,"No Event",0,TRUE
"T01617","Bus","Station_50","Station_49",-9,"Fog",26.28,NA,17.94,1.77,"No Event",0,FALSE
"T01618","Train","Station_29","Station_26",6,"Rain",23.88,NA,17.53,0.66,"Sports",0,TRUE
"T01619","Bus","Station_46","Station_35",9,"Snow",2.43,50.11,12.45,14.28,"No Event",0,TRUE
"T01620","Bus","Station_30","Station_8",17,"Fog",27.85,41.07,20.96,2.04,"No Event",0,TRUE
"T01621","Train","Station_18","Station_36",19,"Storm",NA,54.99,48.01,2.22,"Festival",0,TRUE
"T01622","Train","Station_13","Station_7",18,"Storm",11.45,53.85,38.3,19.21,"No Event",0,TRUE
"T01623","Metro","Station_43","Station_46",-4,"Rain",20.96,42.97,24.01,6.04,"No Event",0,FALSE
"T01624","Train","Station_21","Station_46",19,"Storm",14.07,48.7,45.7,32.16,"Sports",0,TRUE
"T01625","Tram","Station_30","Station_36",11,"Rain",20.86,53.75,1.38,9.41,"Sports",0,TRUE
"T01626","Bus","Station_21","Station_16",14,"Snow",9.6,45.7,3.97,15.97,"Sports",0,TRUE
"T01627","Bus","Station_48","Station_24",-4,"Cloudy",14.16,54.17,12.64,2.11,"Parade",0,FALSE
"T01628","Tram","Station_17","Station_1",2,"Rain",22.84,50.12,19.7,6.8,"No Event",0,FALSE
"T01629","Train","Station_40","Station_49",7,"Rain",25.52,58.35,19.74,10.3,"Parade",0,TRUE
"T01630","Tram","Station_19","Station_25",7,"Fog",NA,56.41,11.48,2.38,"Parade",0,TRUE
"T01631","Tram","Station_15","Station_10",22,"Storm",22.02,47.98,48.06,27.39,"Festival",0,TRUE
"T01632","Metro","Station_9","Station_16",15,"Snow",5.01,49.51,4.08,16.48,"No Event",0,TRUE
"T01633","Tram","Station_10","Station_16",15,"Cloudy",29.11,55.42,17.23,1.52,"Festival",0,TRUE
"T01634","Bus","Station_44","Station_8",13,"Clear",28.35,48.15,0,1.7,"No Event",0,TRUE
"T01635","Tram","Station_31","Station_29",-2,"Rain",22.13,53.04,14.47,2.9,"Sports",0,FALSE
"T01636","Bus","Station_23","Station_39",-14,"Clear",19.76,45.12,27.42,2.15,"No Event",0,FALSE
"T01637","Bus","Station_30","Station_28",30,"Storm",18.24,55.25,NA,27.08,"Protest",0,TRUE
"T01638","Bus","Station_33","Station_6",13,"Rain",11.38,48.65,17.1,2.76,"Concert",0,TRUE
"T01639","Train","Station_9","Station_16",1,"Clear",28.44,54.91,16.15,2.39,"No Event",0,FALSE
"T01640","Metro","Station_47","Station_20",2,"Fog",24.13,47.07,19.06,1.9,"Festival",0,FALSE
"T01641","Bus","Station_1","Station_16",-4,"Clear",13.59,51.74,12.89,1.74,"No Event",0,FALSE
"T01642","Bus","Station_44","Station_7",12,"Fog",29.07,58.44,16.21,1.91,"Concert",0,TRUE
"T01643","Train","Station_35","Station_41",-3,"Cloudy",17.52,57.91,11.08,2.14,"No Event",0,FALSE
"T01644","Bus","Station_11","Station_14",42,"Storm",4.59,53.47,58.56,32.94,"Festival",1,TRUE
"T01645","Tram","Station_34","Station_43",10,"Snow",6.04,52.26,20.63,15.78,"No Event",1,TRUE
"T01646","Tram","Station_16","Station_26",4,"Clear",27.41,54.19,6.5,2.02,"No Event",1,FALSE
"T01647","Metro","Station_9","Station_26",14,"Rain",26.4,56.5,13.73,4.08,"No Event",1,TRUE
"T01648","Bus","Station_32","Station_14",21,"Storm",-1.52,57.65,48.13,21.83,"Sports",0,TRUE
"T01649","Train","Station_15","Station_7",4,"Clear",25.27,48.21,18.08,2.28,"Concert",0,FALSE
"T01650","Tram","Station_12","Station_33",-5,"Rain",26.91,59.56,15.17,2.33,"No Event",0,FALSE
"T01651","Train","Station_33","Station_26",-1,"Rain",27.65,57.38,19.43,4.44,"No Event",0,FALSE
"T01652","Train","Station_45","Station_45",7,"Snow",9.33,41.44,8.18,16.2,"No Event",0,TRUE
"T01653","Tram","Station_14","Station_20",17,"Snow",NA,54.62,12.95,14.36,"Festival",0,TRUE
"T01654","Train","Station_8","Station_3",4,"Rain",17.97,54.99,11.67,10.46,"Sports",0,FALSE
"T01655","Tram","Station_8","Station_4",1,"Snow",16.04,58.22,17.95,15.33,"No Event",0,FALSE
"T01656","Train","Station_27","Station_26",0,"Rain",24.84,48.75,19.7,7.01,"No Event",0,FALSE
"T01657","Tram","Station_12","Station_11",-7,"Clear",27.76,56.08,11.91,1.94,"No Event",0,FALSE
"T01658","Bus","Station_1","Station_2",7,"Cloudy",18.19,49.33,17.47,2.07,"Festival",0,TRUE
"T01659","Metro","Station_43","Station_14",-3,"Snow",14.44,44.21,15.97,14.59,"No Event",0,FALSE
"T01660","Tram","Station_40","Station_44",-1,"Fog",21.87,50.71,7.72,1.8,"Sports",0,FALSE
"T01661","Tram","Station_42","Station_30",-3,"Fog",21.68,51.37,20.86,1.93,"No Event",0,FALSE
"T01662","Metro","Station_11","Station_49",7,"Fog",30.34,52.23,12.96,1.94,"No Event",0,TRUE
"T01663","Tram","Station_39","Station_12",-5,"Cloudy",26.76,43.83,12.87,1.46,"No Event",0,FALSE
"T01664","Tram","Station_43","Station_26",8,"Rain",17.2,54.19,24.29,8.06,"Festival",0,TRUE
"T01665","Train","Station_31","Station_44",1,"Rain",21.15,52.68,11.72,14.46,"Festival",0,FALSE
"T01666","Metro","Station_17","Station_33",9,"Storm",8.55,55.06,36.15,19.54,"No Event",0,TRUE
"T01667","Bus","Station_33","Station_13",27,"Fog",19.5,45.33,13.34,1.74,"No Event",0,TRUE
"T01668","Tram","Station_32","Station_14",-4,"Fog",22.64,49.84,13.91,2.58,"No Event",0,FALSE
"T01669","Metro","Station_29","Station_24",14,"Rain",14.87,56.53,16.28,6.98,"Sports",0,TRUE
"T01670","Train","Station_21","Station_34",11,"Fog",25.81,54.29,15.18,1.83,"Concert",0,TRUE
"T01671","Bus","Station_21","Station_44",15,"Rain",25.52,53.09,11.04,6.95,"No Event",0,TRUE
"T01672","Metro","Station_40","Station_26",-8,"Rain",27.72,56.37,29.79,4.02,"No Event",0,FALSE
"T01673","Bus","Station_23","Station_21",18,"Snow",13.18,50.74,8,14.98,"Protest",0,TRUE
"T01674","Bus","Station_6","Station_28",15,"Rain",5.59,55.38,14.36,8.28,"Concert",0,TRUE
"T01675","Bus","Station_22","Station_48",11,"Clear",24,70.13,20.26,1.86,"No Event",0,TRUE
"T01676","Tram","Station_50","Station_36",11,"Clear",23.68,56.58,14.92,1.9,"Concert",0,TRUE
"T01677","Tram","Station_38","Station_40",7,"Clear",20.05,54.28,22.58,1.54,"Protest",0,TRUE
"T01678","Train","Station_37","Station_2",-4,"Clear",25.29,50.6,18.05,2.37,"No Event",0,FALSE
"T01679","Train","Station_45","Station_42",-7,"Cloudy",18.76,44.64,5.3,2.13,"No Event",0,FALSE
"T01680","Metro","Station_8","Station_9",10,"Storm",11.21,59.74,47.63,10.17,"No Event",0,TRUE
"T01681","Train","Station_41","Station_23",17,"Storm",14.87,52.21,46.81,13,"Concert",0,TRUE
"T01682","Bus","Station_49","Station_15",23,"Rain",19.74,NA,25.97,5.24,"Concert",0,TRUE
"T01683","Bus","Station_35","Station_13",22,"Fog",24.53,47.26,9.79,2.01,"Parade",0,TRUE
"T01684","Tram","Station_11","Station_23",12,"Clear",35.17,45.38,0.12,2.42,"No Event",1,TRUE
"T01685","Bus","Station_24","Station_17",52,"Storm",26,54.89,43.66,11.3,"Concert",1,TRUE
"T01686","Metro","Station_49","Station_48",24,"Storm",11.72,58.63,50.43,17.18,"No Event",1,TRUE
"T01687","Bus","Station_21","Station_2",1,"Clear",26.1,53.85,21.91,1.45,"No Event",1,FALSE
"T01688","Bus","Station_2","Station_20",10,"Cloudy",9.1,NA,9.2,1.72,"Concert",0,TRUE
"T01689","Metro","Station_40","Station_20",6,"Cloudy",33.52,55.66,20.09,1.64,"Festival",0,TRUE
"T01690","Train","Station_19","Station_46",10,"Storm",19.3,52.28,45.28,24.57,"No Event",0,TRUE
"T01691","Train","Station_39","Station_3",2,"Cloudy",22.6,45.49,15.78,2.44,"Parade",0,FALSE
"T01692","Metro","Station_28","Station_12",6,"Snow",5.1,51.65,16.91,14.88,"No Event",0,TRUE
"T01693","Tram","Station_17","Station_40",-3,"Clear",24.47,62,8.86,2.33,"No Event",0,FALSE
"T01694","Bus","Station_6","Station_2",46,"Storm",13.55,52.77,48.2,26.03,"No Event",0,TRUE
"T01695","Metro","Station_19","Station_36",-2,"Clear",NA,57.3,19.27,2.08,"Concert",0,FALSE
"T01696","Bus","Station_38","Station_14",-7,"Cloudy",19.72,55.24,11.36,1.58,"No Event",0,FALSE
"T01697","Tram","Station_28","Station_16",1,"Clear",36.68,54.92,9.96,2.29,"No Event",0,FALSE
"T01698","Bus","Station_2","Station_19",11,"Cloudy",18.66,52.58,20.65,1.73,"No Event",0,TRUE
"T01699","Metro","Station_38","Station_34",2,"Cloudy",20.95,50.26,13.93,1.55,"Concert",0,FALSE
"T01700","Bus","Station_37","Station_44",2,"Clear",22.28,55.63,7.98,1.83,"No Event",0,FALSE
"T01701","Train","Station_4","Station_46",-7,"Cloudy",25.14,50.04,12.88,2.1,"No Event",0,FALSE
"T01702","Tram","Station_22","Station_6",18,"Snow",2.55,45.64,2.39,15.08,"Festival",0,TRUE
"T01703","Tram","Station_26","Station_13",22,"Rain",26.3,58.82,14.59,8.6,"Concert",0,TRUE
"T01704","Tram","Station_49","Station_36",-8,"Clear",20.76,61.06,15.85,1.1,"No Event",0,FALSE
"T01705","Metro","Station_43","Station_22",5,"Rain",15.07,51.88,11.95,4.55,"No Event",0,TRUE
"T01706","Tram","Station_36","Station_18",-1,"Clear",21.39,48.44,13.96,NA,"Sports",0,FALSE
"T01707","Train","Station_13","Station_12",1,"Cloudy",17.61,56.24,11.63,1.73,"No Event",0,FALSE
"T01708","Metro","Station_32","Station_30",2,"Cloudy",30.85,54.08,9.81,2.08,"Sports",0,FALSE
"T01709","Train","Station_17","Station_40",15,"Storm",13.81,39.85,31.85,26.74,"No Event",0,TRUE
"T01710","Bus","Station_41","Station_7",26,"Snow",3.4,46.01,13.38,16.22,"No Event",0,TRUE
"T01711","Bus","Station_36","Station_32",8,"Storm",12.83,56.17,39.06,9.38,"No Event",0,TRUE
"T01712","Bus","Station_46","Station_48",4,"Rain",9.16,54.77,12.74,11.23,"Parade",0,FALSE
"T01713","Bus","Station_19","Station_19",-7,"Cloudy",22.73,42.64,9.17,2.17,"Festival",0,FALSE
"T01714","Train","Station_35","Station_6",12,"Storm",9.8,36.53,45.7,25.49,"Festival",0,TRUE
"T01715","Metro","Station_46","Station_20",-5,"Cloudy",22.26,48.79,NA,1.9,"No Event",0,FALSE
"T01716","Metro","Station_40","Station_27",-5,"Clear",25.5,61.15,18.4,1.73,"Protest",0,FALSE
"T01717","Tram","Station_28","Station_43",13,"Storm",9.46,63.9,58.62,18.17,"No Event",0,TRUE
"T01718","Train","Station_1","Station_37",2,"Rain",25.79,52.39,10.8,6.67,"Sports",0,FALSE
"T01719","Bus","Station_42","Station_48",12,"Storm",7.13,55.02,38.53,14.98,"No Event",0,TRUE
"T01720","Train","Station_18","Station_7",3,"Cloudy",23.76,48.31,16.51,1.95,"Sports",0,FALSE
"T01721","Tram","Station_48","Station_5",5,"Fog",22.31,45.75,15.14,1.58,"Festival",0,TRUE
"T01722","Tram","Station_40","Station_11",-8,"Fog",25.99,59.56,11.87,1.83,"No Event",0,FALSE
"T01723","Train","Station_33","Station_15",4,"Snow",-4.3,48.07,24.83,13.93,"No Event",0,FALSE
"T01724","Train","Station_12","Station_3",1,"Cloudy",18.46,53.87,16.17,2.19,"No Event",0,FALSE
"T01725","Train","Station_8","Station_5",6,"Clear",28.96,50.43,8.26,1.8,"No Event",0,TRUE
"T01726","Metro","Station_24","Station_23",13,"Storm",3.57,45.3,38.82,31.96,"No Event",0,TRUE
"T01727","Bus","Station_16","Station_37",16,"Fog",20.94,54.57,18.67,1.91,"Protest",0,TRUE
"T01728","Train","Station_50","Station_9",1,"Clear",26.19,50.16,15.08,1.7,"No Event",0,FALSE
"T01729","Train","Station_4","Station_15",-1,"Cloudy",25,48.77,9.18,2.06,"Concert",0,FALSE
"T01730","Train","Station_38","Station_3",-9,"Clear",NA,62.36,8.54,NA,"No Event",0,FALSE
"T01731","Tram","Station_44","Station_29",1,"Cloudy",NA,56.48,15.01,1.84,"No Event",0,FALSE
"T01732","Tram","Station_27","Station_6",10,"Snow",-2.73,61.45,18.89,12.81,"No Event",0,TRUE
"T01733","Metro","Station_9","Station_17",23,"Storm",12.96,59.14,29.99,27.25,"No Event",0,TRUE
"T01734","Bus","Station_47","Station_26",18,"Clear",16,57.74,12.87,2.38,"Concert",0,TRUE
"T01735","Metro","Station_16","Station_21",9,"Storm",12.84,49.2,49.43,21.59,"No Event",0,TRUE
"T01736","Bus","Station_12","Station_8",-4,"Clear",22.61,47.23,13.03,1.94,"Sports",0,FALSE
"T01737","Tram","Station_31","Station_21",-1,"Cloudy",21.47,NA,16.51,2.1,"No Event",0,FALSE
"T01738","Tram","Station_24","Station_11",3,"Cloudy",29.23,43.64,11.26,1.82,"Parade",0,FALSE
"T01739","Tram","Station_14","Station_38",-3,"Clear",26.75,57.24,14.49,NA,"Protest",0,FALSE
"T01740","Metro","Station_45","Station_8",10,"Snow",-0.989999999999998,49.41,13.64,15.77,"No Event",1,TRUE
"T01741","Train","Station_25","Station_42",-2,"Cloudy",20.21,65.74,NA,1.94,"No Event",1,FALSE
"T01742","Train","Station_34","Station_24",10,"Rain",14.41,57.94,15.9,10.18,"No Event",1,TRUE
"T01743","Tram","Station_3","Station_35",18,"Rain",5.26,52.49,25.9,1.61,"Sports",1,TRUE
"T01744","Train","Station_24","Station_14",4,"Storm",29.97,58.6,38.35,31.36,"No Event",0,FALSE
"T01745","Train","Station_42","Station_14",3,"Rain",19.79,44.78,19.46,8.92,"Sports",0,FALSE
"T01746","Metro","Station_9","Station_10",6,"Rain",28.22,53.29,15.44,11.08,"No Event",0,TRUE
"T01747","Bus","Station_26","Station_12",18,"Snow",9.01,42.59,11.74,12.92,"No Event",0,TRUE
"T01748","Tram","Station_20","Station_38",5,"Snow",8.55,51.35,15.57,13.11,"No Event",0,TRUE
"T01749","Tram","Station_40","Station_44",-1,"Fog",24.09,52.31,20.4,2.01,"No Event",0,FALSE
"T01750","Metro","Station_10","Station_46",8,"Fog",26.65,47.48,8.88,1.65,"Concert",0,TRUE
"T01751","Metro","Station_19","Station_34",9,"Snow",3.95,50.51,12.15,16.25,"No Event",0,TRUE
"T01752","Train","Station_3","Station_41",7,"Fog",27.86,54.09,14.04,1.85,"Festival",0,TRUE
"T01753","Tram","Station_24","Station_10",15,"Snow",11.57,53.43,15.29,15.29,"Sports",0,TRUE
"T01754","Bus","Station_5","Station_17",4,"Fog",23.89,53.5,21.08,1.85,"No Event",0,FALSE
"T01755","Metro","Station_3","Station_17",-2,"Cloudy",21.5,55.19,11.39,1.45,"No Event",0,FALSE
"T01756","Bus","Station_27","Station_3",17,"Snow",2.57,38.42,15.67,13.79,"No Event",0,TRUE
"T01757","Bus","Station_16","Station_31",10,"Storm",9.89,60.26,48.47,23.18,"Sports",0,TRUE
"T01758","Tram","Station_49","Station_1",19,"Storm",21.02,57.4,33.5,23.85,"No Event",0,TRUE
"T01759","Tram","Station_15","Station_12",9,"Snow",4.16,52.33,20.44,14.54,"No Event",0,TRUE
"T01760","Metro","Station_35","Station_39",2,"Rain",22.44,47.39,22.12,5.16,"No Event",0,FALSE
"T01761","Tram","Station_12","Station_4",-2,"Storm",19.33,52.94,49.07,18.13,"No Event",0,FALSE
